BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2016,2,6,3,483385
2016,2,6,4,472460
2016,2,6,5,454189
2016,2,6,6,438683
2016,2,6,7,427364
2016,2,6,8,420107
2016,2,6,9,416611
2016,2,6,10,417580
2016,2,6,11,424321
2016,2,6,12,438511
2016,2,6,13,455511
2016,2,6,14,468212
2016,2,6,15,470531
2016,2,6,16,464518
2016,2,6,17,453862
2016,2,6,18,441481
2016,2,6,19,429388
2016,2,6,20,419274
2016,2,6,21,413456
2016,2,6,22,413630
2016,2,6,23,423228
2016,2,6,24,441840
2016,2,7,1,454496
2016,2,7,2,458884
2016,2,7,3,456449
2016,2,7,4,448253
2016,2,7,5,434897
2016,2,7,6,421779
2016,2,7,7,412123
2016,2,7,8,406532
2016,2,7,9,404173
2016,2,7,10,405629
2016,2,7,11,410888
2016,2,7,12,421930
2016,2,7,13,436080
2016,2,7,14,449995
2016,2,7,15,454302
2016,2,7,16,448053
2016,2,7,17,438340
2016,2,7,18,429703
2016,2,7,19,422701
2016,2,7,20,416621
2016,2,7,21,413206
2016,2,7,22,414826
2016,2,7,23,425152
2016,2,7,24,437288
2016,2,8,1,441298
2016,2,8,2,444780
2016,2,8,3,444304
2016,2,8,4,438359
2016,2,8,5,430018
2016,2,8,6,413486
2016,2,8,7,402235
2016,2,8,8,396922
2016,2,8,9,396560
2016,2,8,10,402530
2016,2,8,11,421060
2016,2,8,12,457551
2016,2,8,13,490360
2016,2,8,14,498868
2016,2,8,15,495896
2016,2,8,16,491192
2016,2,8,17,483825
2016,2,8,18,475907
2016,2,8,19,469962
2016,2,8,20,464212
2016,2,8,21,462931
2016,2,8,22,465945
2016,2,8,23,477812
2016,2,8,24,496619
2016,2,9,1,509626
2016,2,9,2,510239
2016,2,9,3,501502
2016,2,9,4,482734
2016,2,9,5,460155
2016,2,9,6,441222
2016,2,9,7,430094
2016,2,9,8,422745
2016,2,9,9,420922
2016,2,9,10,425374
2016,2,9,11,441627
2016,2,9,12,474965
2016,2,9,13,506389
2016,2,9,14,516917
2016,2,9,15,517639
2016,2,9,16,515197
2016,2,9,17,507624
2016,2,9,18,499345
2016,2,9,19,492763
2016,2,9,20,487287
2016,2,9,21,484330
2016,2,9,22,487233
2016,2,9,23,498901
2016,2,9,24,517753
2016,2,10,1,529194
2016,2,10,2,530973
2016,2,10,3,522241
2016,2,10,4,503741
2016,2,10,5,482147
2016,2,10,6,464778
2016,2,10,7,452580
2016,2,10,8,445595
2016,2,10,9,444200
2016,2,10,10,449544
2016,2,10,11,466577
2016,2,10,12,500684
2016,2,10,13,531402
2016,2,10,14,537770
2016,2,10,15,531182
2016,2,10,16,523892
2016,2,10,17,511822
2016,2,10,18,499374
2016,2,10,19,492133
2016,2,10,20,486135
2016,2,10,21,483900
2016,2,10,22,485523
2016,2,10,23,497609
2016,2,10,24,518119
2016,2,11,1,530898
2016,2,11,2,533120
2016,2,11,3,525973
2016,2,11,4,508875
2016,2,11,5,486593
2016,2,11,6,468600
2016,2,11,7,457292
2016,2,11,8,449932
2016,2,11,9,447546
2016,2,11,10,451367
2016,2,11,11,468521
2016,2,11,12,502753
2016,2,11,13,530737
2016,2,11,14,533208
2016,2,11,15,523308
2016,2,11,16,512717
2016,2,11,17,499570
2016,2,11,18,487907
2016,2,11,19,479400
2016,2,11,20,473142
2016,2,11,21,469165
2016,2,11,22,471140
2016,2,11,23,481798
2016,2,11,24,501780
2016,2,12,1,515314
2016,2,12,2,517658
2016,2,12,3,510551
2016,2,12,4,492901
2016,2,12,5,471644
2016,2,12,6,451818
2016,2,12,7,438740
2016,2,12,8,430656
2016,2,12,9,426606
2016,2,12,10,429427
2016,2,12,11,444187
2016,2,12,12,475473
2016,2,12,13,502426
2016,2,12,14,508523
2016,2,12,15,506503
2016,2,12,16,502566
2016,2,12,17,495536
2016,2,12,18,486750
2016,2,12,19,481045
2016,2,12,20,477507
2016,2,12,21,475470
2016,2,12,22,475511
2016,2,12,23,480587
2016,2,12,24,492585
2016,2,13,1,499809
2016,2,13,2,498731
2016,2,13,3,491920
2016,2,13,4,479170
2016,2,13,5,462280
2016,2,13,6,446151
2016,2,13,7,434017
2016,2,13,8,426569
2016,2,13,9,423312
2016,2,13,10,425077
2016,2,13,11,432371
2016,2,13,12,445669
2016,2,13,13,462097
2016,2,13,14,476177
2016,2,13,15,484883
2016,2,13,16,485582
2016,2,13,17,480430
2016,2,13,18,471854
2016,2,13,19,462669
2016,2,13,20,456167
2016,2,13,21,452362
2016,2,13,22,455137
2016,2,13,23,466557
2016,2,13,24,487773
2016,2,14,1,501197
2016,2,14,2,504675
2016,2,14,3,501941
2016,2,14,4,493215
2016,2,14,5,478969
2016,2,14,6,464148
2016,2,14,7,453891
2016,2,14,8,447242
2016,2,14,9,443436
2016,2,14,10,442406
2016,2,14,11,446344
2016,2,14,12,455950
2016,2,14,13,467682
2016,2,14,14,477822
2016,2,14,15,482732
2016,2,14,16,480794
2016,2,14,17,474300
2016,2,14,18,468035
2016,2,14,19,461079
2016,2,14,20,454990
2016,2,14,21,453504
2016,2,14,22,457219
2016,2,14,23,468996
2016,2,14,24,487064
2016,2,15,1,497245
2016,2,15,2,496464
2016,2,15,3,487759
2016,2,15,4,473863
2016,2,15,5,456247
2016,2,15,6,438571
2016,2,15,7,426178
2016,2,15,8,418030
2016,2,15,9,413802
2016,2,15,10,416020
2016,2,15,11,426241
2016,2,15,12,448824
2016,2,15,13,472250
2016,2,15,14,486638
2016,2,15,15,495412
2016,2,15,16,501301
2016,2,15,17,502221
2016,2,15,18,499362
2016,2,15,19,495186
2016,2,15,20,490387
2016,2,15,21,486695
2016,2,15,22,487005
2016,2,15,23,494230
2016,2,15,24,505582
2016,2,16,1,510575
2016,2,16,2,506685
2016,2,16,3,492620
2016,2,16,4,471783
2016,2,16,5,446533
2016,2,16,6,425067
2016,2,16,7,408969
2016,2,16,8,398529
2016,2,16,9,392492
2016,2,16,10,393274
2016,2,16,11,404072
2016,2,16,12,430339
2016,2,16,13,458011
2016,2,16,14,469751
2016,2,16,15,472089
2016,2,16,16,471516
2016,2,16,17,467780
2016,2,16,18,462095
2016,2,16,19,457704
2016,2,16,20,454346
2016,2,16,21,451843
2016,2,16,22,453875
2016,2,16,23,461734
2016,2,16,24,475995
2016,2,17,1,484937
2016,2,17,2,484039
2016,2,17,3,473447
2016,2,17,4,453437
2016,2,17,5,429448
2016,2,17,6,409782
2016,2,17,7,396069
2016,2,17,8,387846
2016,2,17,9,384746
2016,2,17,10,387908
2016,2,17,11,402965
2016,2,17,12,435062
2016,2,17,13,464480
2016,2,17,14,472263
2016,2,17,15,470126
2016,2,17,16,465928
2016,2,17,17,460744
2016,2,17,18,454129
2016,2,17,19,450106
2016,2,17,20,446675
2016,2,17,21,445132
2016,2,17,22,447514
2016,2,17,23,455731
2016,2,17,24,471276
2016,2,18,1,483727
